Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Indonesia",,"962.63","1087.06","18.61","-143.04","67.29","262.72","2.51","3.24","15.04","0.64","7.66","14.94","286.11","1097.09",,"2.97","0.37","0.41","1.09","-947.82","42.89","0.2","-14.62","16.91","24.28","0.67","0.04","0.02","0.06","-14.13","4.19","24.55","39.93","215.13","19.49","0.1",,,"0.02",,"0.21",,,"0.01",,"0.02","0.04",,"0","0.56",,,"0.43",,"0.28","2.68",,,,"-126.52",,,,"-120.27","-120.27",,,,,,,"-6.25","15.7","0.27","0.33","-0.66","1.74","0.74","0.56",,,"2.75",,"6.18",,,,,"0.07","3.72",,"-143.64","-143.64",,"-143.64",,"91.93",,,,,"14.43","4.81","14.83","10.41","47.14",,"0.28",,"-0.76","0.8",,,,"1.35",,,"16.88",,,"0.65","1.06","0.2","14.76","14.95",,,"2.02","0.33",,,"2.02",,"0.76",,"9.78",,,,,,"0.19",,,,"0.9","0.27","1.18",,,,"706.56","1433","1.18"
"Iran",,"166.41","131","1.05","34.36","0.12","0.5","12.06","0.01","0.31","0.05","0.32","0.05","11.24","83.54","0.01","0.9",,"0.01","0.4","4.46","3.3","0.29","0.77",,"1.72","0.18","0.04",,,"0.73","2.48","0.29","1.87","5.48","16.61",,,,,,,,,,,,,,"0.15",,,,"0.04",,"0.49","0.03",,,,"-0.44",,,,,,,,,,,,"-0.44","13.17","0.27","0.27",,"0.03","0.08","0.17",,,"0.9","9.29","1.35",,,,,,"0.8",,,,,,,"5.02",,,,,,,,"0.5","4.11",,,,,"0.4",,,,,,,"0.02",,,,,,,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,"107.3","114.96",
"Iraq",,"2300.54","1961.14","58.35","281.05","5.47","22.62","5.17","12.98","76.44","2.42","3.51","9.23","19.82","502.49","0.01","6.22","0.18","2.36","4.58","474.17","18.65","1.81","48.42","1.04","29.28","3.47","0","1","0.04","2.62","45.5","13.02","98.63","555.46","273.76",,"0.35",,"0.01","0.18","0.02",,,,,"0.01","0.04",,"0.25","0.18",,,,,"4.24","52.63",,,,,,,,,,,,,,,,,"21.52","0.46","0.42",,"0.5",,"0.49",,,"1.23",,"4.04",,,,,"11.31","3.07",,"-15.4","-15.4",,"-15.4",,"1.17","1.3",,"-3.56",,,,,"0.33","2.76",,"0.33",,,,,,,,,,"2.77",,,,,,,,,,,,,,"2.25",,,,,,,,,,"0.45",,,,,,,,,,"1731.59","770.27",
"Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamaica",,"100.21","51.9","0.2","48.11","0.74","0.13","0.01","0.21","4.18",,,,"15.74","-0.79",,,,,,"-6.01","0.04",,"-0.58","0.22",,"0","0",,,"0.43","0.01",,"10.73","27.57","38.27",,,,,,"0.03",,,,,,"0",,"0.06",,,,"0.01",,"0","0.02",,,,"-0.31",,,,,,"2.37","2.37",,"-2.68",,,,"3.33","0.2","0.57",,"0.4","0.13","0.28",,,,,"1.24",,,,,,"0.51",,,,,,,"6.82",,,,,,"5.43",,"1.05","3.91",,"0.36",,"-0.34","-3.6",,,,"0.2",,,,,"0.24",,"0.22",,"0.02","0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,"51.43","25.76",
"Jordan",,"2526.01","1972.11","239.56","314.34","13.6","20.73","0.79","3.74","87.94","1.69","0.95","0.51","103.4","331.04","0.06","8.32","0.48","3.59","19.68","-52.09","16.47","0.41","39.58","0.2","32.46","2.9",,"0.03","0.2","0.9","11.17","17.74","184.27","1134.97","161.99",,,"0.24","1.37",,"37.99",,,,,"0","0",,"0.59","0.67",,,"0.03",,"4.26","181.82",,,,"-4.93",,,,,,,,,,,,"-4.93","184.03","0.47","0.5","-0.14","1.04",,"0.36",,,"0.64","0.31","3.31",,,"176.69",,,"0.84",,"15.05","15.05",,"15.05",,"-41.8","2.84",,"-46.91",,,,,"1.87",,"0.89","0.19",,,"-0.67",,,,,,"0.29","2.32",,,,"0.07",,,"1.22",,,"1.91","0.33",,,"2.25",,,,,,,,,,,,"0.08",,,"0.07","5.06",,,,"1809.21","713.21","5.06"
"Kazakhstan",,"79.93","7.63","51.86","20.43","0.86","0.02","3.12","0","0.02","0.02",,"0.05","4.18","16.44","0","2.25","0.09",,"0.3","-40.1","1.27","0.1","0.74",,,"1.19","0","0",,"-3.61","0.1","0.32","2.43","18.71","4.26",,,,,,"0.63",,,"0.06",,"0.04",,,"0.06","1.39",,,"0.04",,"50.7","-0.63",,,,"-0.21",,,,"1.11","1.11",,,,,,,"-1.31","3.5","0.06","0.32",,"0.49","0.07","0.15",,,"0.6",,"0.79",,,,,,"1.02",,,,,,,"12.88",,,,,,,,"3.97","6.25",,"0.3",,,,"2.37",,,,,,,,,,"0.14",,,,,,"0.72",,,,,,,,,,,,,,,,,,,,,,,,"1.97","27.31",
"Kenya",,"2490.93","1537.1","31.48","922.35","142.95","2.68","7.99","18.58","36.46","0.06","38.7","16.26","59.83","82.67","0.01","2.05","0.26","7.72","15.21","137.99","21.27","0.18","15.91","1.11","14.63","7.98","0.07","1.77",,"-3.94","54.68","12.83","154.89","829.23","91.82",,,,,"0.03","1.37",,"20.18",,,,"0.02",,"0",,,,"0.17",,"0.65","4.89",,"-146.21","-146.21","173.48","173.48","0.42","173.05",,,,,,,,,,"44.4","0.76","0.47","16.34","0.75","0.45","2.08",,,"2.98","0.33","17.92",,"0.15",,,"0.18","2",,"637.04","637.04",,"637.04",,"121.82","3.95",,,,"4.95","2.08","23.98","2.08","86.85",,"0.78",,"0.39","-3.24",,,,"0.22",,,"68.98",,"2.13","13.74",,"4.63",,"7.85","5.34",,"1.75","0.19",,,"0.78",,,"0.07","2","22.3",,"0.23",,,"0.32","0.75","3.51","4.18","3.74",,,,,"0.23","1316.29","480.63","0.23"
"Kiribati",,"80.03","57.45","0.06","22.52",,"20.79",,,,,,,,"0.29",,,,,"0.22","21.66","0.8",,,"13.66",,,,,,,"0.01",,"0.01",,"3.96",,,,,,,,,,,,"0",,,,,,"0.06",,,,,,,"4.9",,,,"4.9","4.9",,,,,,,,"1.43","0.12",,"0.93","0.02",,"0.04",,,,,,,,,,,"0.33",,"10.98","10.98",,"10.98",,"1.25",,,,,,,"0.02","0.82",,"0.27","0.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.19","0.54",
"Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo",,"345.11","147.87","16.19","181.04","1.65","0.13","8.5",,"0.06","0.69","-1.59","1.04","2.66","28.73","0","0.81",,"0.2","0.41","4.46",,"7.03",,,"5.85","0.94","0.25","0.17","1.12",,"15.8","17.95","4.17","48.49","148.68",,,"0.03",,"0",,,,,,,,,,,,,"0.01",,"11.68","3.7",,,,,,,,,,,,,,,,,"3.24","0.11",,,,,"0.12",,,"0.51","1.49","0.77",,"0.02",,,,"0.23",,"8.84","8.84",,"8.84",,"20.27",,,,"0.07",,,,"0.25","1.37",,,,,,"18.59",,,,,,,,,,,,,,,,"1.65",,,,,,,,,,,,,,,,,,,,,,,,"88.97","70.93",
"Kuwait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyrgyzstan",,"438.89","137.27","173.31","128.32","0.81","0.01","0.45",,"0.02","0.1","-0.18","1.5","0.67","34.38",,"0.23",,,"0.18","21.35","5.52",,"0.02",,"0.05","0.26",,"0","0","0.07","0.06","20.18","5.4","46.99","42.63",,,,,"0.05","0.16","0.07","7.87","0.05",,,,,,"60.52",,,"0.08",,"98.8","2.5",,"-29.28","-29.28","35.59",,,,"34.35","34.35",,,,,,,"1.24","24.12","0.4","0.23","12.25","0.45","0.1","1.35",,,"0.76","0.58","1.41",,"4.54",,,,"2.05",,"32.91","32.91",,"32.91",,"22.34",,,,,,,"2.43","2.12","10.37",,"0.15",,"-0.24","0.3","7.2",,,,,,"0",,,,,,,,,,"0.81",,,,,,,,,,,,,,,,,,,,,,,,"108.99","43.15",
"Lao People's Democratic Republic",,"588.67","376.02","46.93","165.72","5.27","26.45","4.77","0.41","1.86","0.07",,"0.84","11.35","33.35",,"26.18",,"0.65",,"84.38","69.57","28.99",,"6.48","3.21",,,,,,"-0.43","21.78","0.78","55.32","31.44",,,,,,"0.01",,"23.56",,,,"0",,,"1.54",,,"20.09",,"0.04","1.71",,,,"69.2",,,,"69.04","69.04",,,"0.16",,,,,"11.6","0.33","0.35","2.19","0.63","0.02","1.72",,,"1.16",,"3.01",,,,,"0.9","1.3",,"29.28","29.28",,"29.28",,"24.2","1.19",,,,"3.51","4.83","5.06","3.1","5.05","0.8","0.53",,"-1.57","1.7",,,,,,,"3.62",,"0.18",,,,,,,,,,,,,,,,"0.87",,,"0.27",,,,,,"0.32",,,,,,,"187.04","106.97",
"Lebanon",,"1422.18","923.77","186.75","311.66","7.04","22.25","0.88","6.21","68.6","0.57","8.38","6.26","4.87","242.94","0.14","1.61","0.23","5.47","44.86","6.55","0.94","0.98","82.33",,"64.43","5.13","0","0.75","0.06","11.56","10.28","18.08","128.69","180.71","196.17",,,,"1.39",,"0.03",,"208.74",,,"0.01","0",,"0.36",,,,"0.01",,"0.73","-24.57",,,,"-1.34",,,,,,,,,,,,"-1.34","116.92","0.11","0.7",,"2.21",,"0.15",,,"0.64","8.93","4.64",,"1.03","97.56",,,"0.95",,,,,,,"-0.09",,,"-2.33",,"1.13",,,"1.65",,,,,,"-0.53",,,,"0.05",,"0.24",,,,,"0.09",,,"2.39",,,,,,,"2.84",,,,,,"0.05",,,,,,,,,"0.07","0.74",,,"0.58","677.22","561.98","1.31"
"Lesotho",,"153.69","92.68","-2.05","63.06","0.28","0.44","0.14",,"0",,,"0.01","-0.46","1.14",,,,"0.04","0.25","3.48","0.09",,,"0.04","0.38",,,"0.01",,,"0.25","0.63","0.35","85.89","12.11",,,,,,"0.02",,,,,,"0",,,,,,"0.01",,"0.61","-2.09",,"-11.92","-11.92","4.7","4.7","0.01","4.69",,,,,,,,,,"9.8","0.5","0.38","2.76","0.26","0.15","0.72",,,"0.51",,"2.31",,"0.6",,,"0.68","0.93",,"27.63","27.63",,"27.63",,"20.73",,,,,,,"0.83","1.86","19.01",,,,,"-0.96",,,,,,,"0.21",,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90.64","1.73",
"Liberia",,"593.93","348.01","9.23","236.68","2.98","0.63",,"0.02","1.21",,"-0.18","0.15","6.02","33.28",,,"0.84","5.56","0.72","18.87","0.14",,,,"10.73","0",,,,"0.28","39.31","0.02","0.81","229.59","34.75",,,,,,"0.28",,"2.55",,,,"0",,,"0.38",,,"0.06",,"0","0.56",,"-2.97","-2.97","46.16","46.16","0.02","46.14",,,,,,,,,,"29.4","0.33","0.02","-0.13","0.31","0.06","6.95",,,"1.36","4.77","4.72",,"6.63",,,"2.39","1.98",,"91.18","91.18",,"91.18",,"38.17",,,,,,"1.28","3.26","2.42","31.37",,,,,"-0.15",,,,"0.1",,,"1.33",,"0.21",,,,,,,,,,,,,,,,,"1.34",,,,,,,,,,,,,,,"290.5","85.98",
"Libya",,"303.44","205.78","19.53","78.14",,,"1.64","3.91","4.27","0.23","3.14","0.3","6.45","54.36",,,,"0.12","25.61","1.33","1.52",,"4.25",,"3.5",,,,,"1.15","5.46","5.37","17.56","65.59","58.88",,,,,"0.06",,,,,,,"0.06",,"0.03",,,,,,"18.77",,,,,,,,,,,,,,,,,,"7.36","0","0.12",,"0.02",,"0.15",,,"1.37",,"0.89",,"1.96",,,,"2.85",,,,,,,"11.89",,,,,"11.76",,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175.17","124.18",
"Macau (China)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madagascar",,"754.97","296.08","8.85","450.04","2.77","0.36","0.04","3.03","2.64",,,"0.09","69.85","52",,"0.01",,"0.1","4.27","42.34","5.17","0.55",,,"9.76","0.02",,,,"-0.03","0.73","4.15","3.15","97.85","84.75",,,,,,"0.01",,,,,,,,"0.01","8.89",,,"0.1",,"0.05","0.06",,"36.15","36.15","33.74","33.74","0.03","33.71",,,,,,,,,,"52.12","0.76","0.25","12.12","0.83","0.03","8.71",,,"3.38",,"12.78",,"5.26",,,"6.79","1.23",,"173.56","173.56",,"173.56",,"69.71","0.28",,,,"1",,"18.01","4.25","46.93",,"0.98",,,"-1.73",,,,,,,"1.64",,,,,,,,,,,,,,"0.21",,,,,"0.62",,,,,"0.19",,,"0.12",,,,,,,"272.1","133.81",
"Malawi",,"1279.31","756.06","42.22","481.02","28.81","1.9","0.07","7.63","10.74","0.02",,"0.78","0.16","56.95",,,"9.19","24.76","0.82","20.99","4.74","0.78",,"0.12","58.42",,,,,"0.08","2.82","0.84","112.16","442.08","84.66",,,,,,"0.1",,"38.09",,,,"0",,,,,,"0.13",,"0","-0.68",,"2.68","2.68","48.35","48.35",,"48.35",,,,,,,,,,"42.67","0.32","0.44","9.04","0.9","0.18","10.52",,,"2.1","4.7","13.55",,,,,,"0.93",,"122.69","122.69",,"122.69",,"179.97",,,,,,,"24.32","4.87","135.82",,"3.33",,"-0.97","12.59",,,,"0.19",,,"13.16",,"1.3","1.57",,"1.51",,"0.13",,,"0.3",,,,"0.19",,,,,"4.07",,"0.32",,,"2",,"1.25","1.11","0.32","1.4",,,,,"643.9","207.03",
"Malaysia",,"-34.55","-52.74","2.98","15.21","0.93","0.99","0.29","0.01","0.13",,,,"9.98","15.19",,"0.02",,,"0.08","-98.25","0.34",,,"0.15","0.26","0.01","0.01",,,"-0.38","0.58","0.02","12.69","5.15","2.2",,,,,,,,,,,,,,,,,,"0.08",,"0.32","0.56",,,,,,,,,,,,,,,,,"8.52","0.09","0.46",,"0.43",,"0.06",,,"0.43","5.64","0.95",,,,,,"0.46",,,,,,,"4.49",,,,,,,,"2.86","1.04",,"0.59",,,,,,,"0.31",,,,,,,"0.36",,,,,,,"0.1",,,,,,,,,,,"0.15",,,,,,,,,,,,"-55.04","38.47",
"Maldives",,"131.43","4.54","85.01","41.88","0.62","1.62","0.06",,,,,,"-1.68","0.04","0",,,,"0.93","3.02","0.15",,,"0.03",,,,"0",,,"0.03",,"0.38","-0.04","0.63",,,,,,,,"9.44",,,"0","0",,"0",,,,"0.13",,,"46.71",,"-0.58","-0.58","1.69",,,,"1.91","1.91",,,,,,,"-0.22","3.29","0.14",,"0.01","0.07",,"0.36",,,"0.3",,"0.7",,,,,,"1.72",,"2.11","2.11",,"2.11",,"34.74",,,,,,"8.23",,"0.07",,,"12.11",,"-0.47","14.79",,,"0.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.65","-0.24",
"Mali",,"1556.89","795.63","-3.02","764.28","19.38","3.56","0.09","13.27","86.18","1.67","28.61","0.25","81.11","126.27",,"0",,"0.43","6.18","6.47","9.34","24.46","48.93",,"30.1","0.01","0.29",,,"19.7","45.99","39.92","8.36","214.43","235",,,,,"0.08","0.03",,,,,"0.13",,,"0",,,,"0.01",,"0.28","0.8",,"116.45","116.45","32.63","41.17","0.01","41.16",,,,,,,,,"-8.54","66.17","0.62","0.27","15.69","0.5","0.21","5.25",,,"2.21","0.63","18.15",,"6.65",,,"12.89","3.1",,"231.36","231.36",,"231.36",,"82.67",,,,,"15","4.35","18.7","4.31","42.29",,,,,"-1.98",,,,"0.01",,,"10.03",,"0.2",,,"2.77",,"0.04",,,"3.6","0.58",,,,,,,"0.13","0.2",,"0.32",,,,,"1.25",,"0.15","0.1",,,,,"528.99","405.63",
"Malta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall Islands",,"54.39","49.33","0.01","5.05",,"0.81",,,,,,,,"1.32",,,,,,"4.07","0.11",,,"0.8",,,,,,,,,"0.08","42.13","1.77",,,,,,"0.01",,,,,,,,,,,,,,,,,,,"-0.28",,,,"-0.28","-0.28",,,,,,,,"0.41","0.13","0.05",,"0.12",,"0",,,,,,,,,,,"0.1",,"2.52","2.52",,"2.52",,"0.63",,,,,,,,"0.23",,,"0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.6","1.4",
"Mauritania",,"448.38","89","131.08","228.3","4.76","0",,"0.17","3.79",,,,"18.87","26.56",,,,"0.42","2.78","14.16","0.14","0",,,,,"0.02",,,"4.59","4.04","0.33","0.05","13.08","60.04",,,,,,,,"96.11",,,,,,,,,,"0.01",,"0.53","4.8",,"26.3","26.3","0.32","7.58",,"7.58",,,,,,,,,"-7.26","24.32","0.81","0.26","1.93","0.71","0.03","1.34",,,"1","4.52","2.73",,"0.03",,,"9.59","1.38",,"29.18","29.18",,"29.18",,"88.14","1.74",,"72.8",,"3.98",,"3.81","0.13","5.72",,"0.87",,,"-0.92",,,,,,,"0.68",,"0.05",,,,,,,,,,,,,,,,,,"4.03",,,,,,,,,,,,,,"79.28","57.5",
"Mauritius",,"69.18","48.16","0.38","20.63",,"0.58","0.02",,"0.19",,,,"41.19","1.25",,,,,"0.02","3.74","0.02",,,"0.16",,"0.01",,,,"0.03",,"0.02","0.68","0.25","14",,,,,,"0.01",,,,,,,,"0.01",,,,"0.21",,"0","0.02",,,,"0.92","0.92","1.07","-0.15",,,,,,,,,,"1.22","0.48","0.2","-0.61","0.18",,"0.15",,,"0.1",,,,,,,,"0.72",,,,,,,"4.48","1.67",,,,,,,"2","0.68",,"0.32",,"-0.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.31","43.2",
"Mayotte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mekong Delta Project",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mexico",,"549.3","497.43","2.63","49.24","41.99","0.21","3.49","0.08","3.88","0.13","0.47","0.2","18.44","203.34","0","0.56",,"0.06","0.41","7.46","0.67","0.02","0.13","0.27",,"0.08","0.35","0.03",,"-0.5","0.29","2.55","22.16","232.66","10.57",,,,,,"1.27",,,"0.01",,,"0",,"0.03",,,,"0.07",,"0.91","0.32",,,,"6.8",,,,,,"6.8","6.8",,,,,,"8.48","0.13","0.61","0.23","1.94","0","0.25",,,"1.11","2.46","0.74",,,,,,"1.01",,,,,,,"23.39",,,,,,"14.84",,"8.26",,"0.3",,,,,,,,"0.01",,,"0.72",,,"3.86",,"0.5","5.14","8.83",,,,,,,"5.37",,"1.15","1.89","0.9",,,,"2.84",,"0.38","0.79",,,"8.76","0.38",,,,"0.47","488.35","249.73","0.47"
"Micronesia",,"98.79","74.44",,"24.34","1.37","2.8",,,,,,,,"0.02",,,,,,"14.49","0.73",,,"0.91",,,,,,,,,"0.09","55.4",,,,,,,,,,,,,,,,,,,,,,,,,,"-2.3",,,,"-2.3","-2.3",,,,,,,,"0.63","0.2",,,,,"0.01",,,,,,,,,,,"0.42",,"25.45","25.45",,"25.45",,"0.56","0.48",,,,,,,"0.08",,,,,,,,,,,,,,,,,,,"0.69",,,,,,,,,,,,"0.68",,,,,,,,,,,,,,,,"70","0.11",
"Moldova",,"259.67","95.72","57.61","106.34","2.49",,"3.52","0.01","0.1","3.67","0.42","0.64","3.65","12.74","0.03","0.38",,,"0.63","1.21","0.4","0.09","0.29",,"2.62","2.43",,"0.78","0.04","0.2","16.01","11.49","0.3","34.09","110.23",,"0.47",,,"1.18","0.92",,,"0.04",,"0.21",,,"37.86","0.38",,,,,"16.54",,,"-41.92","-41.92","-0.23",,,,,,,,,,"-0.23",,,"6.39","0.28","0.24","2.47","0.8","0.04","0.35",,,"0.65","0.02","0.88",,,,,,"0.66",,"23.45","23.45",,"23.45",,"8.42",,,,"0.07",,,"0.15","-0.49","6.4",,"0.08",,,,"2.21",,,,,,,,,,,,,,,,,,,,"0.59",,,,,,,,,,"1.9",,,,,,,,,,"52.71","45.83",
"Mongolia",,"333.52","228.9","23.16","81.46","0.03","7.04","4.79","2.53","5.93","0.79",,"0.27","1.67","29.73",,"3.25",,,"0.05","62.24","76.92","1.82",,"0.1","0.47","0.46",,"0.03",,"-0.9","0.01","16.39","1.72","13.58","30.2",,"0.04",,,,"0.24","0.54","18.5",,,"0.03",,,"0.01","1.43",,,"0.18",,"2.75","-0.56",,,,"32.36",,,,"32.36","32.36",,,,,,,,"6.24","0.27","0.47","1.16","1.05",,"0.38",,,"0.75",,"1.11",,,,,,"1.05",,"4.69","4.69",,"4.69",,"7.97","0.99",,,,,"0.97","0.08","1.03","4.22","0.93","0.66",,"-0.92","0.01",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.03",,,,,,"114.92","46.23",
"Montenegro",,"156.21","11.09","1.8","143.32","2.82",,"1.3","0.01",,"0.02",,,"-0.54","3.18","0.04","0.6",,,"-0.02","0.28","0.01",,"0.04",,"1.87","-0.81",,"0.3","1.61","-0.53","0.06","0.04","1.35","2.29","145.14",,,"0.01",,"0","0.03",,,,,,,,"0.02","0.01",,,"0.01",,"1.53",,,,,,,,,,,,,,,,,,"3.16",,"0.04","0.57","0.43",,"0.15",,,,"0.76","0.94",,,,,,"0.27",,"-8.14","-8.14",,"-8.14",,"3.16",,,,"0.07",,,,"1.36",,,,,,,"1.73",,,,,,,,,,,,,,,,"0.47",,,,,,,,,,"0.08",,,,"2.27",,,,,,,,,,"6.54","6.6",
"Montserrat",,"41.78","34.89",,"6.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.89",,"6.82",,,,,,,,,,,,,,,,,,,,,,,,,"0.07",,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.89","34.89",
"Morocco",,"818.2","294.7","130.69","392.81","0.82","0.04","0.7","13.15","6.34","0.02","1.48","0.19","141.92","52.43","0.02","1.41",,,"-6.63","1.69","5.34","0.1","2.47","0.04","0.23","0.11","2.49",,"0.02","8.64","0.2","6.24","7.04","49.02","302.31",,,,,,"0.08",,"51",,,,,,"0.12",,,,"0.04",,"0.17","87.08",,,,"-5.79","0.08","1.68","-1.6",,,,,,,,,"-5.86","9.23","0.66","0.69","-0.48","0.76","0.15","0.32",,,"0.92","3.38","2.18",,,,,,"0.66",,,,,,,"87.05",,,"6.59",,,"52.9",,"2.41","5.35",,"2.35",,,"17.45",,,,"0.07",,,"0.34",,,,"0.08",,,"0.04",,,,,,,,,,,,,"0.29",,,,,,,,,,,,,,"251.82","225.76",
