Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Democratic Republic of the Congo",,"2809.74","1516.2","-0.18","1293.73","41.38","3.75","0.29","100.91","56.15",,"2.25","2.94","21.3","201.99","0.02","0",,"10.64","11.15","27.29","42.16","2.64","17.27",,"24.38","0.07","0.09",,"0.03","4.02","75.82","29.34","235.53","646.16","205.03",,,,,,,,"-0.62",,,,,,,,,,,,,,,"-25.24","-25.24","89.42","89.42","0","89.42",,,,,,,,,,"188.46","0.39","0.53","26.3","0.88","1.86","15.88",,,"7.62","38.4","78.62",,,,,"15.51","2.46",,"440.61","440.61",,"440.61",,"395.46",,,,,"45.69",,"163.59","0.19","190.53",,"0.58",,,"-5.12",,,,"2.33",,,"27.31",,"0.66",,,,"3.4","0.03",,,"0.6",,,,,,,,,"1.11",,,,,"2",,"0.17","2.72",,,"1.05",,,,"1199.58","686.96","1.05"
"Djibouti",,"262.48","110.28","47.88","104.32",,"0.03","0",,"1.18",,,"0.01","36.36","0.89",,,,,"0.92","44.33","0.14",,,,,,,,,"0.16","0.6",,"0.78","24.88","37.63",,,,,,,,"29.62",,,,,,,,,,"0.02",,"5.4","0.03",,"8.57","8.57","16.06","14.41",,"14.41",,,,,,,,,"1.65","12.62","0.46","0.02","5.97","0.51","0.2","0.84",,,"0.86",,"1.37",,,,,"1.64","0.75",,"12.95","12.95",,"12.95",,"16.5",,,"3.7",,"5.25",,"1.17","1.24","2.41",,,,,"2.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109.33","39.72",
"Dominica",,"51.39","4.37","-0.31","47.33","0","0.05",,,"1.18",,,,"-3.06","0.1",,,,,"0.3","0.54","0.02",,,"0.11",,"0",,,,"0.01",,,"1.35","3.75","13.11",,,,,,,,"-0.31",,,,,,"0",,,,,,,,,"4.69","4.69","18.21",,,,,,,,,"18.21",,,,"0.35","0.12",,"-0.04","0.08",,"0.05",,,,,,,,,,,"0.12",,"10.53","10.53",,"10.53",,"0.45",,,,,,,,"0.05",,,"0.41",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.17","-1.29",
"Dominican Republic",,"130.91","76.26","0.06","54.6","9.25","0.02","0.05","0.37","0.28",,,"0.1","2.4","9.67",,"0.01",,,"0.1","1.8","7.32",,"0.08","0.08","0.01","0.02",,,,"2.29",,"0.1","0.67","50.9","48.51",,,,,,"0.01",,,,,,,,,,,,,,"0.04",,,,,"-13.68",,,,,,"-13.68","-13.68",,,,,,"6.63","0.25","0.04","-0.36","0.71","0.39","0.69",,,"0.98","1.86","1.25",,,,,,"0.83",,"-0.66","-0.66",,"-0.66",,"13.8","1",,,,,,,"0.89","7.95",,"0.08",,"-0.48","4.36",,,,"0.02","9.14",,,,,,"0.08",,,"0",,,,,,,,,,,,,,,,,,,,"0.01",,,,,,,"65.82","15.75",
"East African Community",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecuador",,"506.8","389.22","0.65","116.93","4.87","0.04","0.31","8.58","2.11","0.04",,,"230.01","43.52",,"0.82",,"0.11","11.1","14.26","21.67","0.2",,"0.29","14.47","0.25","0",,,"7.33","0.11","2.72","1.36","29.94","77.5",,,,,,"0.12",,,,,,,"0.02",,,,,"0.08",,"0.12","0.32",,"27.17","27.17","-22.33",,,,,,"-22.33","-22.33",,,,,,"13.96","0.24","0.44","0.12","1.15",,"0.35",,,"1.51","5.02","1.56",,"2.1",,,"0.74","0.71",,"-0.7","-0.7",,"-0.7",,"21.33","0.69",,,,,,,"6.91","2.31",,"11.42",,,,,,,,,,"0.04",,,,"0.07",,"0.36","0.07",,"2.35",,,,,"0.7",,,,,,,"0.15",,,,,,,,,"1.12",,,,"332.3","303.74","1.12"
"Egypt",,"1708.88","485.87","651.03","571.98","2.35","0.17","4.42","0.24","2.26","0.03","-4.83","0.33","76.81","183.83","0.4","2.12",,"0.11","10.59","161.13","63.91","0.06","6.3","0.24","4.4","0.63","0.13",,"0.02","-0.16","2.05","14.27","30.16","-73.76","544.83",,,,,,"0.22","0.01","235.64",,,"0",,"0.63","0.15",,,,"0.05",,"2.23","245.81",,"-16.25","-16.25","2.37","-7.49","1.1","-8.6",,,,,,,,,"9.86","22.42","0.75","0.61","-0.81","1.99","0.11","0.38",,,"1.72","1.19","3.9",,,,,"10.33","2.25",,"-122.4","-122.4",,"-122.4",,"141.01","0.1",,"129.89",,,,,"4.97","0.7",,,,,"5.35",,,,,,,"1","0.4",,,,,,"0.15",,,,"0.53",,,,"0.1",,,,,"0.05",,,,,,,"0.01",,,"0.11",,,,"391.02","313.24","0.11"
"El Salvador",,"302.94","267.07","0.06","35.8","3.31","0.04","0.8","2.04","2.84","0.05",,,"19.85","8.18",,"0","0.09","0.13","2.35","-3.62","3.59","0.83","0.09","0.08","0.53",,"0.02",,,"38.54","1.26","2.76","1.11","185.54","32.04",,,,,,"0.02",,,,,,,,,,,,"0.03",,"0.01","0.01",,,,"-18.41",,,,,,"-18.41","-18.41",,,,,,"9.1","0.62","0.1","-1.03","0.56","0.14","0.41",,,"1.32",,"1.45",,"2.23",,,"3.05","0.24",,"-0.55","-0.55",,"-0.55",,"13.63",,,,,"2",,,"0.03","5.12",,"5.64",,,"0.84",,,,"0.01",,,"0.35",,,,"0.08",,,"0.74",,,,,,,,,,,"1.2",,,,,,,,,"0.92",,,,,,,"216.24","75.25",
"Equatorial Guinea",,"62.75","4.79","0.23","57.74","0.07","0.01",,,"0.31",,,,"1.82","0.01",,"0",,,"0","0.11","0.13","0",,,,,"0.09",,,"1.95",,,,"0.34","0.45",,,,,,,,,,,,,"0.22",,,,,,,,,,"54.3","54.3","-1.6","-1.6",,"-1.6",,,,,,,,,,"6.07","0.27",,"-0.06","0.27","0.29","0.46",,,"1.71",,"1.71",,,,,,"1.42",,"-2.12","-2.12",,"-2.12",,"0.64",,,,,,,,"0.67","-0.22",,"0.19",,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.59","3.88",
"Eritrea",,"266","23.87","193.43","48.7","0.02","0","0.01",,"0.02",,,"0.03","0.42","4.32",,"0.09",,"1.39","1.9","7.18",,,,,"0.59","0.02","0.05",,,"0.3","0.26","1.61","5.61","0.06","4.26",,,,,,,,,,,,,,,,,,"0.02",,"0.25","192.67",,,,"6.61","6.61",,"6.61",,,,,,,,,,"15.34","0.72","0.1","2.08","0.17","0.07","5.72",,,"1.44","0.21","3.76",,,,,,"1.05",,,,,,,"22.49",,,,,"2",,"3.58","0","16.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.02",,,,,,,,"19.52","14.41",
"Eswatini",,"70.51","51.09","-1.64","21.06","1.41","0.52",,,"0.2",,,,"0.55","-0.11",,,,"0.01","0.03","4.76","0.15",,,"0.06","0.43",,"0.08",,,,"0.08","0.3","0.4","43.63","1.64",,,,,,,,"-0.71",,,,"0","0.1",,,,,"0.05",,"0.08","-1.15",,,,"-2.05","-2.05","0.54","-2.6",,,,,,,,,,"5.13","0.57","0.18","-1.05","0.23","0.73","0.72",,,"0.99",,"1.5",,,,,"0.4","0.86",,"-0.15","-0.15",,"-0.15",,"16.49",,,,,,,,"0.77","12.09",,"0.22",,,"3.41",,,,"0.02",,,"0.93",,"0.13",,,,,"0.01",,,,,,,,,,,,,,,,,,,,"0.14",,"0.18",,,,,"49.46","1.04",
"Ethiopia",,"4676.96","2159.75","59.86","2457.36","183.55","1.15","11.55","5.36","79.46","5.31","97.46","22.92","56.77","141.63","0.08","3.09","0.36","44.48","19.53","64.45","74.47","1.64","97.56","4.45","79.33","0.4","0.05","0.19",,"7.26","76.93","15.64","382.25","865.98","200.91",,,,,"0","0.96",,"-4.76",,,,"0.09","0.98",,,,,"0.08",,"3.06","51.62",,"9.04","9.04","155.64","155.64",,"155.64",,,,,,,,,,"113.97","0.85","0.42","34.57","4.33","1.13","10.82",,,"5.04","3.86","40.9",,,,,"7.5","4.54",,"1741.88","1741.88",,"1741.88",,"235.9",,,,,"21.11",,"91.57","6.85","115.83","0.2","4.09",,"-1.33","-2.42",,,,,,,"106.53",,"1.01","22.49",,"2.63","4.87","0.13",,,,"0.62","11.42",,"0.05",,,"2.83","5","23.66",,,,"0.05","0.45",,"1.46",,,,"0.35",,,,"1610.08","974.46","0.35"
"Fiji",,"128.66","82.85","0.26","45.56","0.35","41.54","0",,"0.37",,,,"0.36","1.72",,"0.01","0.01",,,"10.49","6.35",,,"14.81",,,,,,,"-0.11","0.07","4.38","2.83","11.66",,,,,,"0.04",,,,,,,,,,,,"0.18",,,,,,,"1.15",,,,"0.95","0.95",,,,,,,"0.2","13.26","0.25","0.2",,"0.48","0.19","1.27",,,,,"9.77",,,,,,"1.11",,,,,,,"19.49",,,,,,,,"2.05","-0.07","0.37","17.14",,,,,,,,,,"0.1",,,,,,"0.04",,,,,,,,"0.21",,,,,,,,,,,,,,,,,,,,"20.15","6.37",
"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabon",,"115.82","120.2","0.11","-4.49","2.34",,"0.17",,"0.43","0.01",,,"119.6","0.13",,"0",,,"0.41","5.08","0.36",,,,"0.22","0","0.49",,,"0.58",,"0","0.03","-7.31","3.06",,,,,,,,,,,,,,"0",,,,,,"0.11",,,"-13.98","-13.98","0.67","0.95","1.02","-0.07",,,,,,,,,"-0.28","5.22","0.14","0.11",,"0.23","0.54","0.65",,,"1.1","0.46","0.89",,,,,,"1.11",,,,,,,"0.54",,,,,,,,"0","0.51",,"0.03",,,,,,,,,,"0.02",,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,"0.03",,,"2.22",,,,"118.37","121.42","2.22"
"Gambia",,"189.85","41.4","35.96","112.49","0.41","0.28","0.04","0.08","0.24","0.02",,"0.31","2.95","1.57",,"0.02",,"0.28","0.08","4.24","0.91",,"0.01",,"0.24","0.01","0.06",,"0.02","1.33","0.97","0.12","22.05","5.56","53.84",,,"0",,,"0.01",,"9.9",,,,,"0.01",,,,,"0.06",,"1.47","2.45",,"-13.18","-13.18","34.97","30.79",,"30.79",,,,,,,,,"4.18","20.02","0.35",,"6.57","0.62","0.11","5.23",,,"1.13","0.62","2.18",,"0.42",,,"2.14","0.65",,"13.6","13.6",,"13.6",,"3.24",,,,,,,"0.97","0.22","7.18",,"5.34",,,"-10.47",,,,,,,"0.36",,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.7","29.8",
"Georgia",,"492.17","393.03","6.15","93","1.82",,"5.24","0.01","0.05","3.65","3.88","1.48","149.49","84.43","0.05","1.21","0.07","0.27","0.48","-3.36","0.31","0.17","0.6",,"6.3","2.89","0.12","0.62","0.25","16.87","14.76","4.33","5.83","93.02","166.77",,"0.15",,,"1.25","0.37",,"-1.96","0.44",,"0.82",,"0.04","0.13",,,,"0.03",,"4.74","0.01",,"18.98","18.98","-17.09",,,,"-15.94","-15.94",,,,,"-1.15",,,"8.1","0.27","0.19","2.84","0.99",,"0.34",,,"0.82","1.05","0.98",,,,,,"0.63",,"-95.3","-95.3",,"-95.3",,"11.55",,,,,,,,"0.43","8.83",,"2.29",,,,,,,,,,,,,,,,,,,,"1.66",,,,,,,,,,,,,,,"0.13",,,"0.03",,,,,,"329.94","292.31",
"Ghana",,"910.95","512.91","4.47","393.57","64.05","1.42","3.1","2.37","43.37","0.18","7.18","0.91","4.52","80.03","0.01","1.37",,"0.3","2.17","48.09","22.1","0.06","18.14","0.23","3.97","0.34",,,,"-3.63","0.87","17.95","60.08","197.77","41.64",,,,,"0.02","0.28",,"-0.55",,,,"0.09",,"0",,,,"0.02",,"1.25","1.47",,"36.04","36.04","66.84","66.84","0.02","66.81",,,,,,,,,,"31.61","0.83","0.35","5.76","2.92","0.81","1.9",,,"3.24","4.15","10.33",,,,,,"1.31",,"107.29","107.29",,"107.29",,"110.16","2.11",,,,,,"43.8","0.16","68",,"0.92",,"-2.35","-2.49",,,,,,,"11.8",,"0.84","0.42",,"2.78",,"1.06",,,,,"0.87","0.3","0.13",,,"1.22",,"38.79",,,,,,"0.22","1.44","0.64","2.77",,"0.46",,,"0.32","436.04","178.02","0.78"
"Gibraltar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenada",,"14.68","1.97","-1.41","14.11",,"0.02",,,"0.34",,,,"0","0.61",,,,,"0.5","0.12","0.18",,,"0.04",,,,,,,,,"0.15","0.01","1.82",,,,,,"0.01",,"-1.41",,,,,,,,,,,,,,,"3.9","3.9","5.96",,,,,,,,,"5.96",,,,"1.29","0.18",,"0.98","0.06",,"0.05",,,,,,,,,,,"0.02",,"1.3","1.3",,"1.3",,"-0.15",,,,,,,,"0.06",,,"0.69",,,"-0.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.74","1.27",
"Guatemala",,"388.23","328.86","0.35","59.02","9.23","0.04","5.16","2.78","9.64","0.01",,"0.16","21.97","26.96",,"0",,"1.52","0.53","10.31","7.38","0.39","0.24","0.09","4.77","0.03",,,,"21.59","26.58","3.69","1.56","183.48","43.1",,,,,,"0.08",,,,,,"0",,,,,,,,"0.04","0.23",,,,"-5.8",,,,,,"-5.8","-5.8",,,,,,"13.91","0.85","0.12","-1.8","1.51","0.64","0.76",,,"2.08",,"2.26",,"3.29",,,"3.1","1.11",,,,,,,"7.81",,,,,"1.99",,,"0.37","5.76",,"0.53",,,"-0.83",,,,"0.01",,,"0.32",,,,"0.08",,,"1.67",,,,"0.3",,,"4.54",,,"1.92",,,,,,,,,,"0.38",,,,,,,"254.44","109.47",
"Guinea",,"562.03","181.19","20.82","360.02","4.55","0.05",,"9.24","1.22","0.01",,"0.04","58.61","17.82",,"0.01",,"0.36","1.13","16.34","2.35","0.49",,,"0.15","0.01",,,,"11.24","0.1","0.63","0.83","60.55","81.49",,,,,,"0.03",,"1.31",,,,"0",,"0","2.71",,,"0.01",,"3.44","9.66",,"-7.88","-7.88","33.37","28.77",,"28.77",,,,,,,,,"4.6","44.68","0.38",,"6.71","0.27","0.48","9.13",,,"3.65","0.85","14.63",,"4.69",,,"2.15","1.74",,"161.67","161.67",,"161.67",,"46.68",,,,,,,"1","2.44","46.73",,,,,"-3.49",,,,"0.31",,,"2.58",,,"1.25",,,,"0.01",,,,,,,,,,,,,"0.27",,,,,,"0.1",,"0.03",,,,,,"156.49","99.89",
"Guinea-Bissau",,"112.81","31.16","1.56","80.09","1.23","0.04","0",,"0.3",,,,"1.89","0.29",,,,"0.25","1.05","5.14","0.02","0","0.01",,"0.08",,"18.73",,,"1.95","0.05","0.52","0.09","0.75","28.19",,,,,,,,,,,,,,,,,,"0.01",,"0.38","0.03",,"-6.32","-6.32","5.29","5.59",,"5.59",,,,,,,,,"-0.3","16.24","0.2",,"2.83","0.14",,"3.71",,,"1.51","1.37","3.74",,"1.7",,,"0.17","0.87",,"25.14","25.14",,"25.14",,"11.55",,,,,,,"2.05","0.2","8.9",,"0.26",,,"0.15",,,,,,,,,,,,,,,,,,,,,,"0.06",,,,,"1.17",,,,,,,,,,,,,,"9.51","24.3",
"Guyana",,"111.51","59.06","0.15","52.3","0.58","0.06",,,"1.56",,,"0.03","0.2","0.29",,,,,"0","2.83",,,,"0.04","47.7",,,,,,,"0.05","2.56","3.73","3.83",,,,,,"0.08",,,,,,"0",,,,,,"0.01",,,,,,,"32.49",,,,,,"19.41","19.41",,"12.99",,,"0.08","4.29","0.06","0.04","-0.19","0.64","0.42","0.35",,,,,"2.35",,,,,,"0.61",,"7.95","7.95",,"7.95",,"3.75",,,,,,,"0.04","1.67","0.94","0.01","0.12",,,"0.98",,,,,,,"0.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.17","3.08",
"Haiti",,"695.87","413.93","0.32","281.63","5.49","0.54","0.04","7.02","64.5",,,"0.04","41.05","11.56",,,,"1.87","2.07","22.81","2.86","0.7",,,"2.47","0.01","0","0.13",,"7.52","1.06","22.6","0.56","224.51","57.08",,,,,,"0.07",,,,,,"0",,"0",,,,"0.01",,"0.16","0.05",,"-4.88","-4.88","73.94",,,,,,"65.96","65.96",,"7.97",,,,"19.28","0.76","0.21","-1.09","0.52","0.81","5",,,"3.64",,"7.49",,,,,,"1.94",,"81.86","81.86",,"81.86",,"54.36",,,,,"11.15","1.08","12.14","0.15","29.76",,"0.74",,,"-0.67",,,,"0.02",,,"5.34",,,,"0.05",,"0.04","0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,"367.06","73.64",
"Honduras",,"452.16","265.2","-2.46","189.42","2.71","0.04","0.09","1.21","16.84","0.03",,"0.16","1.9","17.84",,"0",,"1.46","1.2","24.24","33.7","0.07","0.15",,"0.52","0.01","0.04",,,"13.63","3.42","21.97","0.42","126.28","67.19",,,,,,"0.22",,"-3.52",,,"0",,,"0",,,,"0.01",,"0.01","0.18",,,,"117.89",,,,,,"117.89","117.89",,,,,,"10.51","0.52","0.35","0.78","0.68","0.02","0.59",,,"1.54",,"2.01",,,,,"2.46","1.57",,"-23.37","-23.37",,"-23.37",,"17.2",,,,,"3","4.29","0.76","1.18","6.34",,"0.39",,"-0.98","2.21",,,,"0.11",,,"0.98",,,,"0.16",,"0.04","1.42",,,,,,,,,,,,,,,,,,,,,,,,,,,"188.71","41.61",
"Hong Kong (China)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"India",,"2550.64","2872.28","34.08","-355.71","524.4","6.7","4.59","1.14","8","0.12","1.76","0.96","214.73","555.5","0","4","0.05","1.03","16.69","1794.77","3.17","1.71","2.56","0.14","13.7","7.57","0.4",,,"6.06","5.38","11.81","137.53","72.2","186.4",,,,,,"24.4",,,,,"0.12","0.02","0.6","0.02","0.23",,,"0.03",,"1.01","0.94",,,,"8.56",,,,"8.53","8.53",,,,,,,"0.03","132.6","0.46",,"44.43","3.93","0.89","2.69",,,"5.35","2.84","63.03",,,,,,"8.99",,"-932.27","-932.27",,"-932.27",,"248.99","2.15",,,,,"0.43","120.84","8.33","110.36","0.18","4.57",,,"2.13",,,,"0.02",,"3.18","274.43",,"0.93","39.86","1.65","0.25","7.75","12.38",,,,"2.84","45.76","0.11","12.38","0.76","6.22","0.16",,,,,"2.64","24.36","7.53","12.36","3.07","54.47","6.33",,"4.81",,,"0.15","2799.42","961.73","4.96"
"Indonesia",,"-667.46","-538.02","20.52","-149.96","61","187.52","3.58","2.83","12.31","0.22","3.8","0.97","-134.22","6.57",,,"0.08","0.04","-0.14","-883.02","35.43","0.15","12.36","13.47","47.66","1.19","0.05",,,"-14.85","2.69","17.78","42.75","102.76","15.18",,,,,,"0.07",,"-0.03",,,"0.04",,"0.07","0.01","0.23",,,"0.47",,"2.13","0.8",,,,"-89.14",,,,"-87.72","-87.72",,,,,,,"-1.42","13.97","0.51","0.35","-5.6","3.39","0.73","1.35",,,"3.37","0.72","5.04",,,,,"0.24","3.88",,"-190.03","-190.03",,"-190.03",,"100.06",,,,,,"3.08","18.65","5.99","72.78",,"0.35",,"-0.8",,,,,"2.34",,,"14.43",,,"0.69","0.7",,"15.99","10.58",,,"1.98","0.21","8.15",,"0.07",,"1.64",,"2.85",,,,,,,,,"0.56","0.71",,"0.11",,,,"-853","-72","0.11"
"Iran",,"204.41","153.56","5.25","45.6","0.24","0.13","10.9","0.03","0.3","0.07","0.45","0.05","12.2","93.33","0.03","2.94",,"0.01","2.3","12.7","5.64",,"0.15",,"2.49","1.27","0.03","0.13",,"1.28","2.18","1.59","2","1.39","21.54","0.56",,,,,,,,,,"0",,"0.65","0.13","0.23",,,"0.08",,"2.77","0.01",,,,"0.98",,,,,,,,,,,,"0.98","17.3","0.41","0.23",,,"0.43","0.36",,,"1.47","9.96","1.21",,,,,"0.86","2.36",,,,,,,"5.77",,,,,"1.97",,,"0.91","2",,"0.39",,,"0.5",,,,,,,,,,,,,,,,,,"0.09",,,,,,,,,,,,,,,,"0.15",,,,,,,"124.21","129.33",
"Iraq",,"2090.94","1715.49","63.56","311.9","26.24","23.71","3.27","14.18","66.05","2.47","20.9","2.2","26.77","507.66","0.02","3.4",,"1.73","16.46","212.43","14.68","2.76","15.39","1.32","31.8","3.45","0.01","0.31","0.03","1.24","35.13","12.3","98.66","597.15","232.12",,"0.03",,,,"0.03",,"14.23",,,"0.01",,"2.22","0.18",,,,"0.01",,"42.24","3.31",,"82.62","82.62",,,,,,,,,,,,,,"18.03","0.34","0.22",,"1.19",,"0.48",,,"2.62",,"2.9",,,,,"7.07","3.19",,"-17.07","-17.07",,"-17.07",,"-3.8",,,"-3.62",,,,,"0.03","-0.53",,"0.32",,,,,,,,,,"0.9","0.23",,,,,,,,,,,,,"25.11",,,,,,,,,,,,,,,,,,,,"1525.18","756.04",
"Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamaica",,"125.61","63.99","-0.74","62.36","0.63","0.06",,,"2.62",,,,"33.53","-0.96",,,,,"0.06","-1.59","0.24",,,"0.16","0.01","0.02",,,,"0.42","0.03",,"12.45","16.95","9.13",,,,,,"0.01",,"-0.82",,,,"0",,,,,,,,"0.01","0.01",,"19.7","19.7","16.39",,,,,,"1.2","1.2",,"15.19",,,,"5.67","0.03","0.97",,"1.01","1.5","0.55",,,,,"1.05",,,,,,"0.56",,,,,,,"11.48",,,,,,"2.48",,"1.64","4.28",,"0.47",,"-0.36","2.97",,,,"0.08",,,,,"0.32",,"0.23",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,"63.06","45.54",
"Jordan",,"2689.8","2110.53","246.03","333.24","10.16","8.6","2.81","1.37","72.85","2.99","4.18","2.71","24.24","511.75","0.06","10.05","0.29","3.51","16","85.6","27.38","0.7","7.79","0.2","25.27","0.66","0","0.01","0.16","-0.86","9.92","18.41","167.44","1106.41","160.99",,,,"0.72",,"40.22",,"7.98",,,"0","0","0.52","0.56","0.33",,,"0.1",,"5.35","156.18",,"0.36","0.36","-1.66",,,,,,,,,,,,"-1.66","186.08","0.15","0.47","-1.16","2.21",,"0.35",,,"1.04","0","3.1",,,"169.8",,"8.91","1.21",,"16.09","16.09",,"16.09",,"-28.62",,,"-32.54",,,,,"2.39",,"0.29",,,,"1.24",,,"0.01",,,"0.66","0.3","0.2",,,"0.42",,,"1.14",,,,"0.3","1.42",,,,,"0.1",,,"0.57",,,,,,"0.05",,,"4.87","0.11",,,,"1984.3","765.51","0.11"
"Kazakhstan",,"53.35","3.88","24.35","25.11","1.65",,"2.89","0.01","0.06","0.02",,"0.02","3.35","12.97","0","3.97","0.04",,"0.15","-40.38","1.91","0.07","0.67",,,"1.83",,"0.01",,"-3.61","0.08","0.36","3.58","15.86","2.56",,,,,"0.03","0.42",,"-0.75","0.05",,"0.15",,"0.6","0.12","1",,,"0.02",,"22.3","-0.27",,,,"2.06",,,,"2.69","2.69",,,,,,,"-0.63","4.43","0.11","0.21",,"0.61","0.67","0.15",,,"1.11",,"0.93",,,,,,"0.64",,,,,,,"16.06",,,,,,,,"3.98","7.1",,"3",,,,"1.98",,,,,,,,,,,,,,,,"1.65",,,,,,,,,,,,,,,,,,,,,,,,"-4.4","26.02",
