Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Ghana","","1803.87","898.12","0.21","905.54","35.63","3.31","4","14.29","70.72","0.19","71.7","0.9","36.67","99.32","0.08","0.01",,"0.6","16.25","46.46","5.06","0.17","63.14","0.4","8.05","0.12",,,,"5.2","0.07","17.05","130.46","303.9","73.2",,,,"0.01",,"0.31",,"-1.34",,,,,,"0.03",,,,"0.01",,"0.39","0.8",,"171.49","171.49","134.75","134.75","0.02","134.73",,,,,,,,,,"26.73",,"0.47","4.94",,"0.94","5.99",,,"3.12",,"10.29",,,,,"0.06","0.92",,"422.4","422.4",,"422.4",,"76.97",,"2.24",,,,,"26.34","7.32","35.21",,,,"4.66","1.2",,,,,,,"35.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"703.78","443.17",
"Gibraltar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenada","","12.03","9.33","-1","3.7",,"1.09","0.02",,"0.11",,,"0.03","-0.47","0.03",,,,,,"8.49","0.01",,,,,,,,,,,,,"0.02","2.79",,,,,,"0.02",,"-1.02",,,,,,,,,,,,,,,"-0.25","-0.25","0.29",,,,,,,,,"0.29",,,,"-0.17",,,"-0.22",,,"0.05",,,,,,,,,,,,,"1.32","1.32",,"1.32",,"-0.28",,,,,,,,,,,,,,"-0.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.18","-0.39",
"Guatemala","","353.57","280.34","0.63","72.61","2.54","0.85","6.4","4.52","10.59","0.01","2.71","2.74","3.22","18.17",,,,"2.04","4.87","15.56","4.88","0.58","18.57","0.15","11.06","0.02",,,,"45.92","30.54","3.77","0.09","93.08","41.37",,,,,,"0.54",,,,,,,,,,,,,,"0.05","0.04",,,,,,,,,,,,,,,,,"2.94",,"0.04","-2.78",,"0.76","0.46",,,"1.63",,"0.91",,,,,"1.92",,,,,,,,"28.3",,,,,,,,"1.14","25.16",,,,,"2",,,,,,,"2.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145.58","140.4",
"Guinea","","202.12","81.69","0.95","119.47","0.15","0.2","0.19","1.47","2.55","0.05","0.1","0.02","36.42","13.92","0.01",,,"0.35","0.14","2.19","0.25","0.6","0.09",,,"0.01","0.13",,,"2.59","1.13","2.76","0.28","16.24","36.31",,,,"0.17",,,,"-4.34",,,,,,"0.01","4.87",,,,,"0.24",,,"-6.09","-6.09","32.96","34.8",,"34.8",,,,,,,,,"-1.84","27.47",,,"4.77",,"0.24","4.64",,,"2.85",,"8.89",,"4.56",,,"0.35","1.17",,"19.98","19.98",,"19.98",,"8.84",,"0.75",,,,,"2.55","1.78","5.9",,,,,"-2.14",,,,,,,"0.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.74","57.5",
"Guinea-Bissau","","120.64","52.34","0.15","68.15",,"0.38","0","0.79","0.84",,"0","0.83","14.39","1.31","0.01",,,,"0.78","9.78","0.12","0.42",,,,,"13.67",,,"6.35","0.03","0.84","0.07","1.73","20.58",,,,,,,,,,,,,,,,,,,,"0.13","0.02",,"7.62","7.62","10.22","9.92",,"9.92",,,,,,,,,"0.3","8.6",,,"-1.12",,"0.08","3.85",,,"1.44",,"2.2",,"0.72",,,"0.64","0.79",,"11.35","11.35",,"11.35",,"9.78",,,,,,,"0.39","2.23","7.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.9","38.65",
"Guyana","","105.62","69.56","0.04","36.02","0.16","0.98","0.02","0.08","4.03",,,"0.13",,"5.82",,,,,,"0.88",,,,,"39.07",,,,,"0.04",,,"0.59","17.92","27.89",,,,"0.04",,,,,,,,,,,,,,,,,,,"-7.32","-7.32","4.58",,,,,,,,,"4.58",,,,"2.64",,,"0.08",,"0.68","0.97",,,,,"0.91",,,,,,,,"0.78","0.78",,"0.78",,"7.45",,,,,,,"0.19","0.88","7.36",,,,,"-0.98",,,,,,,"0.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.24","6.68",
"Haiti","","1506.46","1165.05","0.99","340.42","1.07","2.61","0.59","13.12","242.04","0.37","-0.02","8.24","53.52","27.91","0.01","0.1",,"4.23","2.78","22.34","0.97","2.35","13.87",,"24.12","0.56","0.47",,"0.38","92.57","19.15","17.38","15.57","599.82","180.72",,,,,,"0.73",,,,,,,,,,,,,,"0.26",,,"12.93","12.93","13.05",,,,,,,,,"8.05",,,"5","23.64",,"0.28","5.2",,"1.02","6.88",,,"3.23",,"3.47",,"0.67",,,"2.89",,,"63.86","63.86",,"63.86",,"46.22",,,,,,,"0.1","2.57","38.76",,,,,"4.79",,,,,,,"1.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"963.98","255.77",
"Honduras","","359.25","160.02","1.37","197.86","1.91",,"0.44","2.7","34.58","0.04","3.04","8.54","1.72","14.34",,,,"1.68","2.67","10.99","4.75","0.18","0.09","0.03","1.53",,,,,"15","1.41","9.91","0.02","46.36","45.43",,,,,,"0.24",,"1.08",,,,,,,,,,,,"0.05",,,"-4.82","-4.82",,,,,,,,,,,,,,"4.26",,"0.24","-1.01",,"0.82","1.66",,,"1.57",,"0.85",,,,,"0.13",,,"132.82","132.82",,"132.82",,"20.17",,,,,,,"4.63","1.21","12.64",,,,"2.99","-1.3",,,,,,,"1.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110.68","51.87",
"Hong Kong (China)","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"India","","3270.22","2054.34","1.39","1214.49","170.69","24.33","1.99","5.37","10.78","0.11","4.24","1.36","75.97","496.9","0.21","0.16",,"4.76","12.47","801.96","1.13","3.09","0.97","0.88","29.35","0.13","0.46",,,"7.83","12.2","21.02","453.85","82.82","84.84",,,,,,"0.67",,,,,,,,"0.09",,,,"0.01",,"0.54","0.08",,,,,,,,,,,,,,,,,"99.97",,,"20.03",,"1.42","12.75",,,"14.02",,"43.04",,,,,"1.58","7.13",,"806.38","806.38",,"806.38",,"223.29",,,,,,,"12.93","39","167.54",,,"3.35",,"0.47",,,,,,,"170.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1934.75","1082.07",
"Indonesia","","358.11","110.22","-3.96","251.85","7.66","447.46","0.6","-5.04","13.65","0.02","22.53","2.73","-42.5","74.72","0.03","0.11",,,"-13.4","-616.71","24.29","0.6","24.58","15.28","11.91","0.03","0.41",,,"-16.06","6.2","11.11","-6.82","154.49","131.89",,,,"0.1",,"0.1",,"-5.04",,,,,,,,,,"0.2",,"0.51","0.17",,,,"3.55",,,,,,,,,,,,"3.55","62.32",,"0.41","38.21",,"1.09","4.71",,,"4.93",,"5.65",,,,,"3.59","3.73",,"-30.2","-30.2",,"-30.2",,"84.29",,,,,,,,"6.38","79.33",,,"-0.9","-0.52",,,,,,,,"7.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-436.57","48.74",
"Iran","","105.79","71.6","11.51","22.68",,"0.38","6.21",,"0.52","0.29","0.56","0.03","14.87","54.3","0.77","0.58",,,"0.1","-13.04","0.36",,,,"2.35","0.05","0.01",,,"0.3","0.96","0.26","0.43","1.31","0.98",,,,"0.01",,,,,,,,,,"0.12",,,,,,"11.34","0.04",,,,"-0.49",,,,,,,,,,,,"-0.49","7.73",,"0.32",,,"0.5","0.66",,,"1.5",,"1.95",,,,,"1.31","1.49",,,,,,,"14.46",,,,,,,,"3.74","10.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.49","79.46",
"Iraq","","1914.69","1814.03","32","68.66",,"37.18","0.89","0.35","2.69","0.38","8.11","2.01","9.4","29.49","0.55","0.01",,"0.34","6.67","370.46","5.29","0.46","3.39",,"8.13","0.13",,,"0.04","0.31","35.38","4.2","13.38","1274.79","13.35",,,,,,,,"1.75",,,,,,"0.25",,,,,,"27.83","2.17",,,,,,,,,,,,,,,,,"9.11",,"0.38","0.22",,,"3",,,"2.02",,"2.44",,,,,"0","1.05",,"42.11","42.11",,"42.11",,"4.09",,,,,,,,,"4.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1706.88","111.29",
"Israel","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamaica","","41.03","-7.96","-2.16","51.15","0.03","1.37","0.1","3.75","5.16","0.17",,"0.08","-0.02","-5.39",,,,,"-0.29","-22.45","0.03",,"-0.66","0.07",,"0.02",,,"0.01","0.25",,,"10.33","-0.49","17.16",,,,,,"0.01",,"-2.17",,,,,,,,,,,,,"0",,,,"19.87",,,,,,,,,"19.87",,,,"2.64",,"0.19",,,"0.72","0.64",,,,,"1.09",,,,,,,,,,,,,"11.48",,,,,,,,"1.21","8.87",,,,"-0.19","1.59",,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-13.15","8.35",
"Jordan","","974.1","464.52","249","260.57",,"0.69","0.15","0.2","7.09","0.06","4.06","0.31","21.18","35.59","1.96","0.01",,"0.1","4.62","-103.33","29.32",,"1.2",,"3.18","0.04",,,,"7.08","1.73","4.96","2.65","441.67","131.22",,,,,,"32.74",,"16.55",,,,,,"0.39",,,,"0.04",,"1.58","197.71",,,,"-2.34",,,,,,,,,,,,"-2.34","136.6",,"0.66","-2.12",,,"1.56",,,"0.71",,"0.83",,,"134.23",,,"0.73",,"-2.53","-2.53",,"-2.53",,"-2.38",,,"-7.96",,,,,"5.86","0.77",,,"0.29",,"-1.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"409.47","80.94",
"Kazakhstan","","201.03","20.06","131.83","49.15","0.05",,"0.54","0.16","0.04","0.34","-0.02","0.41","3.32","5.88","0.26","0.02",,"0.02","0.03","-20.73","2.02","0.05","0.26",,"2.93","2.07",,,,"-2.06","0.09","0.12","2.73","21.58","19.57",,,,"0.02",,"0.61",,"-0.82",,,"0.02",,,"0.04",,,,,,"53.32","78.64",,,,"-1.6",,,,,,,,,,,,"-1.6","3.17",,"0.34",,,"0.72","0.45",,,"0.56",,"1.1",,,,,,,,,,,,,"28.01",,,,,,,,"6.12","19.28",,,,,,"2.61",,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.85","14.1",
"Kenya","","2478.82","1563.73","5.37","909.72","65.76","15.28","2.74","20.66","41.6","0.11","71.27","21.82","92.78","156.56","0.32","0.09",,"11.42","27.54","81.25","9.29","0.54","34.82","1.47","19.74","0.4",,"1.51","0.03","10.27","76.85","11.26","142.02","712.09","133.84",,,,"0.02",,"0.83",,"-1.36",,,,,,"0.05","1.5",,,"0.08",,"2.05","2.2",,"293.39","293.39","159.49","159.49",,"159.49",,,,,,,,,,"66.32",,"0.15","13.77",,"1.05","7.3",,,"5.35",,"11.93",,"0.11",,,"25.15","1.51",,"165.33","165.33",,"165.33",,"91.35",,"1.35",,,,,"51.84","3.21","27.03",,,,,"7.92",,,,,,,"65.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1253.84","671.75",
"Kiribati","","64.54","59.22",,"5.32",,"40.98",,,"0.72",,,,,"0.05",,,,,,"3.9","0.64",,,"12.9",,,,,,,,,"0.03",,"3.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.52",,,,,,"0.2",,,,,,,,,,,"0.32",,"0.2","0.2",,"0.2",,"1.29",,,,,,,"0.06","1.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.7","0.08",
"Korea","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo","","583.18","204.69","22.89","355.6",,,"12.74","0.11",,"1.06","5.12","2.36","1.12","34.18","0.03","0.25",,,"3.05","1.93",,"6.89","1.58",,"19.07",,"0.42",,"1.07","0.73","22.96","59.54","12.19","18.29","304.83",,,,,"0.25",,,,"0.09",,"0.17",,,,,,,,,"22.38",,,,,,,,,,,,,,,,,,"9.47",,,,,,"0.38",,,,"7.34","1.75",,,,,,,,"11.92","11.92",,"11.92",,"29.38",,,,,,,,,"1.33",,,,,,"28.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.76","105.86",
"Kuwait","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyrgyzstan","","437.86","176.26","84.79","176.81",,,"1.16","0.14","0.39","0.55","1.36","1.53","0.8","32.87","0.08","0.03",,"0.08","0.01","30.62","1.21","0.02","0.04",,"3.34","0.29","0.01",,,"0.08","2.62","23.11","11.9","64.02","38.49",,,,"0.03",,"0.17",,"-2.23",,,"0.07",,,,"12.65",,,"0.01",,"74.09","0",,"5.87","5.87","20.69",,,,,,,,,,,,"20.69","16.89",,"0.64","1.72",,"0.24","3.29",,,"0.86",,"1.15",,"3.58",,,"4.32","1.09",,"70.93","70.93",,"70.93",,"23.94",,,,,,,"0.98","0.96","14.34",,,,"-0.14","-0.71","8.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140.61","53.57",
"Lao People's Democratic Republic","","371.95","269.97","17.5","84.48","0.51","53.93","1.6","2.74","2.69",,"0.57","9.65","16.84","24.32",,"0.25",,"0.7","0.32","51.52","33.48","16.53",,"2.45","9.43","0.02",,,,,"2.64","26.75","1.61","11.93","22.89",,,,,,,,"0.33",,,,,,,,,,"17.16",,"0.01",,,"-5.01","-5.01",,,,,,,,,,,,,,"15.15",,,"3.03",,"0.47","3.84",,,"1.6",,"2.56",,,,,"1.81","1.84",,"27.99","27.99",,"27.99",,"23.46",,,,,,,"0.16","2.5","18.5",,,,"-0.66","2.96",,,,,,,"0.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109.23","77.79",
"Lebanon","","475.49","263.59","30.87","181.03",,"0.95","0.17","1.57","2.8","0.09","0.69","0.73","55.3","29.16","0.98","0.01",,"1.89","19.06","7.02","1.58","1.1","0.94","0.69","12.2","0.04",,,,"24.75","3.45","6.71","2.64","89.07","94.33",,,,"0.06",,,,"16.7",,,,,,"0.23",,,,,,"7.06","6.82",,,,"3.66",,,,,,,,,,,,"3.66","80.5",,"0.84","-0.88",,"0.04","1.84",,,"0.66",,"0.81",,"0","76.62",,,"0.57",,,,,,,"2.54",,,"2.35",,,,,"0.89",,,,,,"-0.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205.05","142.57",
"Lesotho","","256.77","143.31","2.9","110.56","0.56","1.34",,"0.01","1.39",,"0.12","0.06","-1.52","3.86",,,,"15.85",,"20.23","0.18","0.28",,,"1.03",,,,,,"0.07","0.52","1.85","98.04","53.43",,,,"0.41",,,,"2.4",,,,,,,,,,"0.08",,"0.01",,,"1.78","1.78","6.75","6.75",,"6.75",,,,,,,,,,"9.52",,"0.01","1.67",,"1.06","0.91",,,"1.61",,"1.17",,,,,"2.09","1",,"16.63","16.63",,"16.63",,"22.45",,"1.63",,,,,"-0.02","0.97","19.77",,,,,"0.1",,,,,,,"0.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123.85","20.58",
"Liberia","","762.25","518.69","0.13","243.44","2.1","3.03","0.42","47.41","7.78",,"11.7","1.99","1.31","110","0.01",,"0","10.38","0.19","44.58","0.1","0.3","1.39",,"35.11",,,,,"0.84","49.84","11.53","31.51","149.27","88.53",,,,,,"0.01",,"0",,,,,,"0.01",,,,,,"0.1","0.01",,"14.02","14.02","32.29","32.29","0.07","32.22",,,,,,,,,,"24.76",,,"0.91",,"0.38","4.45",,,"2.48",,"10.32",,"2.76",,,"2.6","0.86",,"62.77","62.77",,"62.77",,"21.07",,"-0.14",,,,,"1.54","2.06","18.62",,,,,"-1.01",,,,,,,"2.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"344.64","267.29",
"Libya","","641.1","463.68","118.73","58.69",,"40.95","2.03","4.52","4.28","0.81","3","2.29","14.3","15.25","1.53","0.08","0.15","1.56","6.99","8.41","2.3",,"4.09","0.79","14.51","0.38",,,"0.1","9.83","14.56","5.15","16.87","288.95","49.44",,,,"0.01","0.14",,,,,,"0.02",,,"0.02","7.85",,,,,"53.11","57.58",,,,"0.08",,,,,,,,,,,,"0.08","8.17",,"0.1",,,"0.05",,,,,,,,,,,"7.4","0.62",,,,,,,"1",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"355.05","98.19",
"Macau (China)","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madagascar","","447.28","225.55","3.68","218.05","0.72","0.78","0.5","1.87","1.94",,"0.06","0.39","89.25","20.26","0.08",,,"0.11","4.82","11.18","7.61","0.62",,,"12.76",,,,,"0.16","1.64","6.75","0.81","63.96","65.52",,,,,,,,"3.03",,,,,,"0.04",,,,"0.07",,"0.67","-0.13",,"-3.58","-3.58","22.38","22.38",,"22.38",,,,,,,,,,"37.74",,"0.25","9.31",,"0.57","5.89",,,"4.25",,"11.82",,,,,"4.51","1.14",,"44.33","44.33",,"44.33",,"51.66","3.2","3.69",,,,,"10.57","4.58","23.5",,,,,"6.12",,,,,,,"0.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192.22","120.57",
"Malawi","","798.28","447.55","-0.79","351.53","22.34","6.81","0.05","8.29","12.46",,"7.24","1.97","0.15","26.31","0.02",,"2.35","24.66","1.54","28.87","1.2","0.11","0.03","0.15","66.85","0.04",,,"0.03","0.7","1.84","0.2","104.06","151.62","78.31",,,,"0.17",,"0.01",,"-1.03",,,,,,,,,,"0.02",,"0.04","0",,"-0.78","-0.78","24.61","24.61","1.63","22.98",,,,,,,,,,"30.1",,"0.13","2.39",,"1.12","8.69",,,"3.33","3.14","10.55",,,,,"-0.15","0.9",,"70.84","70.84",,"70.84",,"148.45",,"1.19",,,,,"24.13","2.42","118.62",,,,"0.24","1.85",,,,,,,"22.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"325.01","177.04",
"Malaysia","","40.81","24.16","0.39","16.26",,"3.54","0.15",,"-0.03","0.06","0.24","0.2","1.97","10.8",,"0.01",,"0.01","0.07","-14.75","1.85",,"0.01",,"0.84",,"0.06",,,"0.24","1.36","0.01","7.16","10.36","1.5",,,,,,,,,,,,,,"0.02",,,,"0.05",,"0.24","0.08",,,,,,,,,,,,,,,,,"9.63",,"0.48",,,"0.04","0.42",,,"0.37","6.98","0.56",,,,,,"0.78",,,,,,,"5.13",,,,,,,,"3.94","1.33",,,"-0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.58","22.34",
"Maldives","","49.83","21.11","5.45","23.27",,"4.13",,,"0.55",,"9.39","0.25","0.63","0.28","0.02",,,,,"4.57","0.48",,,"0.48","0.06",,,,,,,,"0.27",,"0.05",,,,,,"0.01",,"1.49",,,,,,,,,,"0.15",,"0.03","3.77",,,,"2.02",,,,,,,,,,,,"2.02","4.66",,,"1.43",,"0.01","0.86",,,"0.4",,"0.62",,,,,,"1.34",,"4.56","4.56",,"4.56",,"11.98","8.51",,,,,,,"1.4","0.19",,,,"-0.31","2.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.3","10.84",
"Mali","","1267.62","777.22","3.19","487.21","17.5","0.9","0.9","19.58","116.17","0.24","31.79","1.17","73.45","36.49",,,,,"1.77","44.14","12.93","24.65","59.44",,"13.3",,,,,"20.78","33.18","25.79","0.01","260.54","140.42",,,,"0.31",,"0.02",,"1.83",,,,,,,,,,,,"0.19","0.84",,"44.94","44.94","89.2","71.43",,"71.43",,,,,,,,,"17.77","28.86",,"0.38","2.49",,"0.64","5.18",,,"2.9",,"15.33",,,,,"0.81","1.13",,"150.62","150.62",,"150.62",,"33.17",,"1.86",,,,,"20.13","3.32","10.6",,,,,"-2.74",,,,,,,"17.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"532.57","303.45",
"Malta","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall Islands","","84.52","84.24",,"0.28",,"2.6",,,"0.1",,,,,,,,,,,"6.24","0.06",,,"0.04",,,,,"0.01",,,,"0.01","75.18","0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.19",,,,,,"0.03",,,,,,,,,,,"0.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81.53","0.02",
"Mauritania","","381.72","129.27","12.21","240.24","0.01","0.08",,"0.37","0.55","0.01",,"0.24","57.15","9.3","0.02",,,"0.25","2.22","10.14","0.1",,,,"0.64","0.01",,,,"35.14","1.41","0.23","1.45","9.96","83.37",,,,,,,,"11.28",,,,,,,,,,,,"0.4","0.54",,"34.86","34.86","29.6","6.52","1.86","4.66",,,,,,,,,"23.08","13.8",,"0.49","1.04",,"0.11","1.7",,,"2.1","0","2.55",,,,,"4.87","0.94",,"33.35","33.35",,"33.35",,"45.26",,,"44.24",,,,"1.04","2.75","-1.69",,,,,"-1.08",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90.77","107.57",
"Mauritius","","185.69","113.46","-1.71","73.94",,"1","0.01",,,,,,"100.53","-0.17",,"0.01",,,,"-2.44","0.04","0.12",,"0.01","0.71","0.01",,,,"0.03",,,"13.54","0.06","70.32",,,,,,,,"-1.9",,,,,,"0.19",,,,,,,,,,,"0.26","0.26","0.42","-0.16",,,,,,,,,,"2.01",,"0.36","0.45",,,"0.57",,,"0.06",,,,,,,,"0.57",,"-0.61","-0.61",,"-0.61",,"1.96","1.83","-2.24",,,,,,"1.28","1.32",,,,"-0.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.52","114.08",
"Mayotte","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mekong Delta Project","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
